Filename,Run Count,Last Run Date
"C:\Users\a2m\AppData\Roaming\Microsoft\Windows\Recent\25KBB(U)_20_DE22_화면설계서_단위시스템_단위업무_v0.1.docx.lnk",1,134190511551327545
